temperature,humidity,motion,light,gas,aqi,sound,risk,timestamp
22,92,1,Dim,1174,3303,High,Danger,2026-05-12 11:00:12
38,76,1,Dim,1808,2035,High,Danger,2026-05-12 11:01:12
23,91,1,Dim,2766,660,Medium,Warning,2026-05-12 11:02:12
33,59,1,Dark,3025,2184,High,Danger,2026-05-12 11:03:12
20,58,0,Bright,2085,1157,Medium,Warning,2026-05-12 11:04:12
40,72,1,Dim,3075,3096,Low,Danger,2026-05-12 11:05:12
42,51,0,Dim,610,2175,Low,Warning,2026-05-12 11:06:12
37,77,1,Bright,510,1396,High,Warning,2026-05-12 11:07:12
37,71,0,Bright,468,1893,Low,Warning,2026-05-12 11:08:12
38,37,1,Dark,2838,732,Low,Danger,2026-05-12 11:09:12
34,53,0,Dark,1299,337,High,Warning,2026-05-12 11:10:12
43,39,1,Dim,2458,1366,High,Danger,2026-05-12 11:11:12
22,61,1,Dark,1779,949,Low,Warning,2026-05-12 11:12:12
30,70,1,Dim,1071,746,High,Warning,2026-05-12 11:13:12
26,88,0,Bright,3083,481,Low,Warning,2026-05-12 11:14:12
35,51,0,Dark,2611,1886,High,Danger,2026-05-12 11:15:12
36,93,1,Bright,1550,2665,High,Danger,2026-05-12 11:16:12
36,53,1,Bright,2601,2634,Low,Danger,2026-05-12 11:17:12
45,56,1,Bright,3412,1133,High,Danger,2026-05-12 11:18:12
26,90,1,Bright,2404,1536,High,Danger,2026-05-12 11:19:12
40,54,1,Dim,2519,2851,Low,Danger,2026-05-12 11:20:12
36,51,1,Bright,1961,950,High,Warning,2026-05-12 11:21:12
21,48,1,Dim,2400,1137,Medium,Warning,2026-05-12 11:22:12
41,69,1,Dark,198,779,Medium,Warning,2026-05-12 11:23:12
35,90,1,Dim,2826,1531,Medium,Danger,2026-05-12 11:24:12
29,55,1,Dim,1543,364,High,Warning,2026-05-12 11:25:12
22,78,1,Dark,2228,2765,Medium,Danger,2026-05-12 11:26:12
31,68,1,Bright,770,755,High,Warning,2026-05-12 11:27:12
29,94,0,Dim,1805,2749,Medium,Warning,2026-05-12 11:28:12
24,44,0,Dark,1685,1568,High,Warning,2026-05-12 11:29:12
38,62,0,Dim,2715,2238,Low,Warning,2026-05-12 11:30:12
23,38,0,Dark,1704,1279,High,Warning,2026-05-12 11:31:12
26,46,0,Dim,1470,691,High,Normal,2026-05-12 11:32:12
32,95,1,Dim,1590,1949,Medium,Warning,2026-05-12 11:33:12
33,55,0,Bright,3191,2685,High,Danger,2026-05-12 11:34:12
36,83,1,Dark,3327,231,High,Danger,2026-05-12 11:35:12
25,81,0,Dark,934,1422,Low,Warning,2026-05-12 11:36:12
35,87,1,Bright,960,3397,High,Danger,2026-05-12 11:37:12
36,64,0,Bright,1266,819,Medium,Warning,2026-05-12 11:38:12
24,95,1,Dark,2386,3116,Medium,Danger,2026-05-12 11:39:12
30,77,1,Dim,3411,910,Medium,Warning,2026-05-12 11:40:12
28,48,0,Bright,602,2494,Low,Normal,2026-05-12 11:41:12
30,42,1,Bright,2137,196,Low,Warning,2026-05-12 11:42:12
30,95,0,Bright,2775,753,Medium,Warning,2026-05-12 11:43:12
30,79,0,Bright,1909,1481,Low,Warning,2026-05-12 11:44:12
21,61,0,Bright,1637,1481,Medium,Normal,2026-05-12 11:45:12
26,68,1,Dark,334,583,High,Normal,2026-05-12 11:46:12
33,84,0,Dark,3316,1115,Medium,Warning,2026-05-12 11:47:12
29,69,0,Bright,3211,2867,Low,Warning,2026-05-12 11:48:12
31,79,1,Dark,2626,1391,Low,Warning,2026-05-12 11:49:12
40,35,0,Dim,1067,3111,Medium,Warning,2026-05-12 11:50:12
24,88,1,Dark,2316,636,Low,Warning,2026-05-12 11:51:12
29,70,0,Dark,1441,2165,Medium,Warning,2026-05-12 11:52:12
36,70,1,Dark,2688,702,High,Danger,2026-05-12 11:53:12
20,68,1,Dark,1609,102,Medium,Warning,2026-05-12 11:54:12
27,43,1,Bright,2817,2947,Medium,Warning,2026-05-12 11:55:12
34,68,1,Dark,3200,3418,Low,Danger,2026-05-12 11:56:12
31,40,0,Dark,879,3010,Low,Warning,2026-05-12 11:57:12
30,57,1,Dim,2760,1711,Low,Warning,2026-05-12 11:58:12
20,59,1,Dark,1479,359,Medium,Warning,2026-05-12 11:59:12
34,49,0,Dark,3128,1119,Medium,Warning,2026-05-12 12:00:12
22,76,1,Dark,952,2223,Medium,Warning,2026-05-12 12:01:12
34,64,1,Bright,1749,1440,High,Warning,2026-05-12 12:02:12
42,83,0,Dim,2045,107,Medium,Warning,2026-05-12 12:03:12
39,89,1,Bright,2763,2449,Medium,Danger,2026-05-12 12:04:12
27,33,1,Bright,1133,2132,High,Warning,2026-05-12 12:05:12
44,79,1,Bright,3374,1023,Medium,Danger,2026-05-12 12:06:12
32,44,1,Dark,621,1309,Medium,Normal,2026-05-12 12:07:12
26,75,1,Dim,612,516,High,Normal,2026-05-12 12:08:12
26,39,0,Dim,1208,1014,Low,Normal,2026-05-12 12:09:12
32,30,1,Bright,3389,2986,High,Danger,2026-05-12 12:10:12
32,86,0,Bright,466,991,High,Warning,2026-05-12 12:11:12
37,32,1,Bright,2829,495,High,Warning,2026-05-12 12:12:12
27,75,1,Bright,3150,2716,Low,Danger,2026-05-12 12:13:12
31,82,1,Dark,967,1329,High,Warning,2026-05-12 12:14:12
43,77,0,Dark,2687,1305,Low,Danger,2026-05-12 12:15:12
21,87,1,Dark,1870,3474,Medium,Danger,2026-05-12 12:16:12
40,76,1,Dim,891,330,Medium,Warning,2026-05-12 12:17:12
21,36,1,Bright,1359,3124,High,Warning,2026-05-12 12:18:12
25,84,0,Dark,324,3138,Medium,Warning,2026-05-12 12:19:12
41,93,0,Dim,2595,2511,High,Danger,2026-05-12 12:20:12
40,82,1,Dim,2698,2508,Medium,Danger,2026-05-12 12:21:12
21,77,0,Dark,140,405,High,Normal,2026-05-12 12:22:12
26,47,0,Dark,1586,2138,High,Warning,2026-05-12 12:23:12
35,65,0,Bright,1094,1362,Low,Normal,2026-05-12 12:24:12
20,68,1,Bright,971,479,Medium,Normal,2026-05-12 12:25:12
22,65,0,Dark,627,2291,Medium,Normal,2026-05-12 12:26:12
32,92,0,Dark,2683,1529,Medium,Danger,2026-05-12 12:27:12
37,75,0,Bright,1686,2307,High,Warning,2026-05-12 12:28:12
42,53,1,Dark,2801,1670,Medium,Danger,2026-05-12 12:29:12
43,92,1,Bright,1500,1868,Low,Danger,2026-05-12 12:30:12
38,63,0,Dim,1853,3080,Low,Warning,2026-05-12 12:31:12
45,83,0,Bright,1154,593,High,Warning,2026-05-12 12:32:12
44,60,0,Dim,1338,1447,High,Warning,2026-05-12 12:33:12
31,45,1,Dark,626,1442,Medium,Normal,2026-05-12 12:34:12
29,69,0,Dim,900,1713,High,Warning,2026-05-12 12:35:12
22,72,0,Bright,1409,1187,High,Warning,2026-05-12 12:36:12
38,31,0,Dim,397,2060,High,Warning,2026-05-12 12:37:12
41,35,1,Dark,823,2216,High,Danger,2026-05-12 12:38:12
30,38,1,Bright,473,3499,Low,Warning,2026-05-12 12:39:12
39,45,0,Dark,3357,101,Low,Warning,2026-05-12 12:40:12
22,94,0,Bright,601,940,Low,Normal,2026-05-12 12:41:12
22,84,1,Dim,543,1024,Medium,Normal,2026-05-12 12:42:12
42,80,0,Dark,526,2437,High,Warning,2026-05-12 12:43:12
41,74,1,Dim,613,2602,Medium,Warning,2026-05-12 12:44:12
42,83,0,Dim,2886,2225,Medium,Danger,2026-05-12 12:45:12
24,94,1,Dark,272,2063,High,Warning,2026-05-12 12:46:12
20,78,1,Dark,326,2369,Low,Warning,2026-05-12 12:47:12
31,33,0,Bright,127,1158,Medium,Normal,2026-05-12 12:48:12
28,67,0,Dim,3095,2256,Medium,Warning,2026-05-12 12:49:12
28,61,1,Dark,1489,1792,High,Warning,2026-05-12 12:50:12
41,63,1,Dark,3106,1829,Medium,Danger,2026-05-12 12:51:12
36,63,0,Dim,1572,1129,Low,Warning,2026-05-12 12:52:12
25,76,1,Dim,1683,981,Low,Warning,2026-05-12 12:53:12
23,89,1,Dim,1098,1800,Low,Warning,2026-05-12 12:54:12
45,62,1,Bright,533,2793,High,Warning,2026-05-12 12:55:12
28,61,1,Dim,432,1303,High,Normal,2026-05-12 12:56:12
44,52,0,Bright,2793,2477,High,Danger,2026-05-12 12:57:12
41,81,0,Bright,403,1495,Medium,Warning,2026-05-12 12:58:12
31,45,0,Bright,1051,818,High,Normal,2026-05-12 12:59:12
44,83,1,Bright,2087,626,Medium,Warning,2026-05-12 13:00:12
35,82,0,Dark,516,2171,Low,Warning,2026-05-12 13:01:12
42,70,1,Dim,1971,1077,Medium,Warning,2026-05-12 13:02:12
39,67,1,Dim,189,120,Low,Normal,2026-05-12 13:03:12
33,54,1,Dark,241,2562,High,Warning,2026-05-12 13:04:12
45,60,1,Dark,2052,245,High,Danger,2026-05-12 13:05:12
29,86,1,Dark,2914,2038,Medium,Danger,2026-05-12 13:06:12
22,84,0,Bright,2337,812,High,Warning,2026-05-12 13:07:12
38,63,1,Dim,3148,1324,Low,Warning,2026-05-12 13:08:12
38,40,1,Dim,794,2360,Low,Warning,2026-05-12 13:09:12
38,69,0,Dim,2302,2854,Medium,Danger,2026-05-12 13:10:12
32,61,0,Bright,3290,2220,High,Warning,2026-05-12 13:11:12
25,36,1,Dark,1229,2070,High,Warning,2026-05-12 13:12:12
34,95,1,Dim,930,1633,High,Danger,2026-05-12 13:13:12
37,75,1,Dim,456,2217,High,Warning,2026-05-12 13:14:12
40,78,1,Dark,2624,2916,Medium,Danger,2026-05-12 13:15:12
38,40,0,Bright,895,1721,High,Warning,2026-05-12 13:16:12
28,83,1,Bright,762,234,Low,Normal,2026-05-12 13:17:12
42,79,0,Dim,2552,859,Medium,Warning,2026-05-12 13:18:12
30,62,1,Dim,844,815,Medium,Normal,2026-05-12 13:19:12
40,72,1,Bright,2931,195,High,Danger,2026-05-12 13:20:12
